csvdate,nav
2023-02-15,125.1636
2023-02-16,125.2324
2023-02-17,124.538
2023-02-20,125.1399
2023-02-21,124.4422
2023-02-22,123.6514
2023-02-23,123.7895
2023-02-24,122.8358
2023-02-27,122.5689
2023-02-28,122.5154
2023-03-01,123.6988
2023-03-02,123.4187
2023-03-03,123.8514
2023-03-06,124.0741
2023-03-07,123.6686
2023-03-08,122.5243
2023-03-09,122.2489
2023-03-10,121.4133
2023-03-13,122.1001
2023-03-14,121.2089
2023-03-15,121.6496
2023-03-16,121.0443
2023-03-17,121.5874
2023-03-20,120.5317
2023-03-21,120.9285
2023-03-22,121.9482
2023-03-23,122.8513
2023-03-24,122.5216
2023-03-27,121.7086
2023-03-28,122.071
2023-03-29,122.5574
2023-03-30,123.1307
2023-03-31,123.6832
2023-04-03,123.9204
2023-04-04,123.919
2023-04-06,123.6046
2023-04-11,124.1024
2023-04-12,124.0632
2023-04-13,124.2355
2023-04-14,124.2285
2023-04-17,124.3784
2023-04-18,124.3732
2023-04-19,123.634
2023-04-20,123.6772
2023-04-21,122.8301
2023-04-24,122.3418
2023-04-25,121.8727
2023-04-26,122.0024
2023-04-27,121.9949
2023-04-28,122.4811
2023-05-04,122.6675
2023-05-05,122.8629
2023-05-08,123.2674
2023-05-09,122.4175
2023-05-10,122.3273
2023-05-11,122.2485
2023-05-12,121.4141
2023-05-15,121.9562
2023-05-16,121.8196
2023-05-17,121.1757
2023-05-18,121.1699
2023-05-19,121.0477
2023-05-22,121.2013
2023-05-23,120.7971
2023-05-24,119.9823
2023-05-25,119.0549
2023-05-29,119.178
2023-05-30,119.4041
2023-05-31,118.6851
2023-06-01,118.8633
2023-06-02,120.1137
2023-06-05,120.3125
2023-06-06,120.2997
2023-06-07,120.4321
2023-06-08,120.6455
2023-06-09,121.0224
2023-06-12,121.1924
2023-06-13,121.429
2023-06-14,121.5144
2023-06-15,122.3293
2023-06-16,122.7666
2023-06-19,122.3806
2023-06-20,121.924
2023-06-21,121.3523
2023-06-26,119.9647
2023-06-27,120.4464
2023-06-28,120.5671
2023-06-29,119.831
2023-06-30,120.0378
2023-07-03,120.7395
2023-07-04,120.9993
2023-07-05,120.2985
2023-07-06,118.9699
2023-07-07,118.3143
2023-07-10,118.2654
2023-07-11,119.1165
2023-07-12,120.0178
2023-07-13,121.3425
2023-07-14,121.7745
2023-07-18,121.2203
2023-07-19,121.013
2023-07-20,120.8633
2023-07-21,120.6902
2023-07-24,120.4115
2023-07-25,121.4844
2023-07-26,121.6697
2023-07-27,121.9886
2023-07-28,122.2319
2023-07-31,122.6994
2023-08-01,122.3312
2023-08-02,120.9095
2023-08-03,120.2906
2023-08-04,120.6217
2023-08-07,120.6248
2023-08-08,119.9857
2023-08-09,120.1284
2023-08-10,120.0578
2023-08-11,119.444
2023-08-14,118.4502
2023-08-15,117.9731
2023-08-16,117.3048
2023-08-17,116.9678
2023-08-18,116.5445
2023-08-21,115.552
2023-08-22,115.8274
2023-08-23,116.4628
2023-08-24,116.9632
2023-08-25,116.332
2023-08-28,116.7085
2023-08-29,117.3815
2023-08-30,118.1109
2023-08-31,117.9054
2023-09-04,118.9783
2023-09-05,118.3435
2023-09-06,118.0908
2023-09-07,117.5641
2023-09-11,117.5369
2023-09-12,117.6593
2023-09-13,117.5005
2023-09-14,117.8563
2023-09-15,118.2655
2023-09-18,117.9763
2023-09-19,117.9319
2023-09-20,117.6395
2023-09-21,116.4737
2023-09-22,116.8818
2023-09-25,116.4293
2023-09-26,115.7113
2023-09-27,115.734
2023-09-28,115.5936
2023-10-09,115.0485
2023-10-10,115.681
2023-10-11,116.287
2023-10-12,116.5768
2023-10-13,116.0999
2023-10-16,115.6252
2023-10-17,115.693
2023-10-18,115.4402
2023-10-19,114.3943
2023-10-20,114.0198
2023-10-24,113.6935
2023-10-25,113.6009
2023-10-26,113.2012
2023-10-27,113.7914
2023-10-30,113.8684
2023-10-31,113.4276
2023-11-01,113.7993
2023-11-02,114.8292
2023-11-03,115.9432
2023-11-06,116.795
2023-11-07,116.1945
2023-11-08,115.981
2023-11-09,115.7774
2023-11-10,115.314
2023-11-13,115.5482
2023-11-14,116.39
2023-11-15,117.8185
2023-11-16,117.7443
2023-11-17,117.5762
2023-11-20,118.0449
2023-11-21,118.4978
2023-11-22,118.4435
2023-11-23,118.5535
2023-11-24,118.2706
2023-11-27,118.1115
2023-11-28,118.4852
